BASIN,2022-07_ALLOCATIONS,2022-07_AVAILABLE_FLOW,2022-07_DEMAND
R_14,0.16163782000000007,17.5534953,0.16163782000000007
R_14_M,34.0704197,838.2164353031678,119.0704197
R_15,3.66170904,4.2444236,3.66170904
R_15_M,31.170808800000003,811.3134260866022,31.170808800000003
R_16,7.974078810000003,15.38573736,7.974078813000003
R_16_M,39.24250513299999,793.6647590083114,39.24250513299999
R_17,0.06242639999999999,11.88863168,0.06242639999999999
R_17_M,89.49692860000002,740.2985061869222,89.49692860000002
R_18,9.03699642,27.922575438,9.03699642
R_18_M,663.9338198,967.1385944826334,1746.5918198
R_19,0.021011,9.9171478,0.021011
R_19_M,54.477672,970.7693936925269,54.477672
R_20,2.3638382200000003,107.422584595,2.3638382200000003
R_21,3.50633064,51.417331133000005,3.50633064
R_21_M,131.43776973,1062.422457868,131.437769733
R_22,0.75145584,246.2267895,0.75145584
R_23,0.25727919999999993,11.702816099999996,0.25727919999999993
R_24,1.5249134599999996,44.42514628599999,1.5249134599999996
R_24_M,18.59285102,215.44775199609427,18.59285102
R_25,3.312022,334.08955226000006,3.312022
R_26,2.8816175999999993,279.03269936000004,2.8816175999999993
R_27,0.07848068999999999,279.03312398,0.078480687
R_28,0.6612132000000002,56.317459500000005,0.6612132000000002
